GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement Coverage,Branch Coverage,CC
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointStepInterpolator,0,150,1,7,0,24,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsBashforthFieldIntegrator,19,466,2,34,1,79,2,20,0,4,98.75,94.44444444,22
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsBashforthIntegrator,40,433,3,35,4,83,3,20,0,4,95.40229885,92.10526316,23
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsNordsieckFieldTransformer,5,500,0,32,1,75,0,23,0,7,98.68421053,100,23
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointFieldIntegrator,0,77,0,0,0,13,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonFieldIntegrator,6,410,1,29,1,70,1,17,0,3,98.5915493,96.66666667,18
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54StepInterpolator,0,454,1,15,0,62,1,13,0,6,100,93.75,14
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerStepInterpolator,0,100,1,7,0,13,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsFieldIntegrator,0,52,0,0,0,10,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillStepInterpolator,0,307,1,7,0,43,1,8,0,5,100,87.5,9
Apache Commons Math,org.apache.commons.math3.linear,RealLinearOperator,6,3,0,0,2,1,2,1,2,1,33.33333333,0,3
Apache Commons Math,org.apache.commons.math3.linear,FieldLUDecomposition.Solver,11,517,2,52,2,80,2,31,0,6,97.56097561,96.2962963,33
Apache Commons Math,org.apache.commons.math3.linear,DefaultIterativeLinearSolverEvent,11,49,3,1,2,17,3,6,1,6,89.47368421,25,9
Apache Commons Math,org.apache.commons.math3.linear,BlockRealMatrix,194,4078,14,264,38,690,11,182,1,53,94.78021978,94.96402878,193
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ,56,198,2,8,13,48,7,10,5,7,78.68852459,80,17
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition.Solver,0,335,0,38,0,55,0,24,0,5,100,100,24
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition,1,210,2,18,1,47,2,15,0,7,97.91666667,90,17
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition.Solver,7,29,0,0,1,7,1,4,1,4,87.5,0,5
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixPreservingVisitor,1,10,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.linear,RectangularCholeskyDecomposition,26,300,2,26,2,54,2,16,0,4,96.42857143,92.85714286,18
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition,0,440,0,54,0,85,0,35,0,8,100,100,35
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ.State,34,960,9,51,7,171,9,35,0,14,96.06741573,85,44
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowRealMatrix,30,1007,7,89,5,188,7,72,0,31,97.40932642,92.70833333,79
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.new DefaultRealMatrixPreservingVisitor() {...},0,23,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition.Solver,8,337,2,36,2,63,2,23,0,6,96.92307692,94.73684211,25
Apache Commons Math,org.apache.commons.math3.linear,SparseRealVector,0,3,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldVector,317,911,36,76,72,207,38,71,12,41,74.19354839,67.85714286,109
Apache Commons Math,org.apache.commons.math3.linear,NonSymmetricMatrixException,9,30,0,0,3,5,3,1,3,1,62.5,0,4
Apache Commons Math,org.apache.commons.math3.linear,NonSquareOperatorException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition.Solver,9,284,0,28,2,46,2,17,2,3,95.83333333,100,19
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapEntry,10,18,0,0,2,5,1,3,1,3,71.42857143,0,4
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils.BigFractionMatrixConverter,0,26,0,0,0,7,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.linear,RealVector.Entry,0,29,0,0,0,9,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.linear,BiDiagonalTransformer,13,987,7,103,3,155,10,55,3,7,98.10126582,93.63636364,65
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixChangingVisitor,2,6,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.linear,DiagonalMatrix,3,409,1,37,1,84,1,42,0,24,98.82352941,97.36842105,43
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition,26,1972,13,171,4,271,14,92,1,12,98.54545455,92.93478261,106
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixChangingVisitor,2,10,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,17,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,31,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixChangingVisitor() {...},0,25,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.linear,IllConditionedOperatorException,11,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.linear,SingularMatrixException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition,0,229,0,22,0,45,0,17,0,6,100,100,17
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldMatrix,142,114,8,2,29,24,8,10,4,9,45.28301887,20,18
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,16,0,0,0,3,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,30,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixChangingVisitor() {...},0,24,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.Solver,0,76,0,6,0,16,0,8,0,5,100,100,8
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,23,0,0,0,6,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,44,0,2,0,11,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition,139,1953,18,146,24,281,18,85,4,17,92.13114754,89.02439024,103
Apache Commons Math,org.apache.commons.math3.linear,BlockFieldMatrix,506,3774,34,230,97,634,22,162,2,50,86.73050616,87.12121212,184
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector,94,1061,7,117,23,269,11,99,5,43,92.12328767,94.35483871,110
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition.Solver,0,506,0,44,0,84,0,27,0,5,100,100,27
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealMatrix,76,375,4,20,18,82,4,24,2,14,82,83.33333333,28
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowFieldMatrix,114,993,9,83,22,177,12,68,4,30,88.94472362,90.2173913,80
Apache Commons Math,org.apache.commons.math3.linear,HessenbergTransformer,3,503,3,51,1,76,4,29,1,5,98.7012987,94.44444444,33
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3,83.33333333,0,4
Apache Commons Math,org.apache.commons.math3.linear,RealVectorFormat,18,227,0,22,7,58,5,21,5,10,89.23076923,100,26
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,9,37,0,0,3,7,3,1,3,1,70,0,4
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner,7,106,1,7,1,23,1,9,0,6,95.83333333,87.5,10
Apache Commons Math,org.apache.commons.math3.linear,NonSquareMatrixException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner.new RealLinearOperator() {...},8,20,0,0,2,3,2,2,2,2,60,0,4
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixPreservingVisitor,1,6,0,0,1,3,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix,321,1938,39,203,54,375,34,149,6,56,87.41258741,83.88429752,183
Apache Commons Math,org.apache.commons.math3.linear,PreconditionedIterativeLinearSolver,14,87,0,6,4,21,2,9,2,6,84,100,11
Apache Commons Math,org.apache.commons.math3.linear,SchurTransformer,9,1368,7,83,2,189,7,48,0,10,98.95287958,92.22222222,55
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix,209,1755,22,176,35,338,19,134,4,50,90.61662198,88.88888889,153
Apache Commons Math,org.apache.commons.math3.linear,MatrixDimensionMismatchException,0,44,0,0,0,8,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.UnmodifiableEntry,0,18,0,0,0,3,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.linear,RealMatrixFormat,29,372,3,41,11,95,10,30,7,11,89.62264151,93.18181818,40
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapSparseIterator,5,29,0,0,1,7,1,3,1,3,87.5,0,4
Apache Commons Math,org.apache.commons.math3.linear,SchurTransformer.ShiftInfo,0,3,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.linear,RealVector,8,876,0,82,2,210,2,90,2,49,99.05660377,100,92
Apache Commons Math,org.apache.commons.math3.linear,SingularOperatorException,6,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.linear,IterativeLinearSolverEvent,6,5,0,0,2,2,2,1,2,1,50,0,3
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils,230,1092,42,116,54,229,37,80,3,35,80.91872792,73.41772152,117
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition,0,449,0,42,0,77,0,30,0,9,100,100,30
Apache Commons Math,org.apache.commons.math3.linear,RealVector.new Iterator() {...},0,54,0,4,0,9,0,6,0,4,100,100,6
Apache Commons Math,org.apache.commons.math3.linear,ArrayFieldVector,373,1567,18,96,73,289,20,110,6,67,79.83425414,84.21052632,130
Apache Commons Math,org.apache.commons.math3.linear,RealVector.new RealVector() {...},10,199,0,0,2,43,2,41,2,41,95.55555556,0,43
Apache Commons Math,org.apache.commons.math3.linear,FieldLUDecomposition,11,472,2,52,0,82,2,32,0,7,100,96.2962963,34
Apache Commons Math,org.apache.commons.math3.linear,ConjugateGradient,18,227,3,15,7,61,5,8,2,2,89.70588235,83.33333333,13
Apache Commons Math,org.apache.commons.math3.linear,TriDiagonalTransformer,3,568,0,46,1,88,1,30,1,7,98.87640449,100,31
Apache Commons Math,org.apache.commons.math3.linear,RealVector.SparseEntryIterator,9,84,2,12,3,19,3,9,1,4,86.36363636,85.71428571,12
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils.FractionMatrixConverter,0,26,0,0,0,7,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.linear,IterativeLinearSolver,34,58,0,6,10,17,3,6,3,3,62.96296296,100,9
Apache Commons Math,org.apache.commons.math3.linear,ArrayRealVector,56,1752,4,140,12,357,6,133,2,65,96.74796748,97.22222222,139
Apache Commons Math,org.apache.commons.math3.filter,DefaultMeasurementModel,11,15,0,0,2,6,1,3,1,3,75,0,4
Apache Commons Math,org.apache.commons.math3.filter,KalmanFilter,79,301,8,22,18,71,11,16,3,9,79.7752809,73.33333333,27
Apache Commons Math,org.apache.commons.math3.filter,DefaultProcessModel,40,33,0,0,4,12,2,6,2,6,75,0,8
Apache Commons Math,org.apache.commons.math3.stat.correlation,StorelessCovariance,56,162,7,15,9,27,7,16,3,9,75,68.18181818,23
Apache Commons Math,org.apache.commons.math3.stat.correlation,PearsonsCorrelation,15,386,3,27,2,75,3,25,0,13,97.4025974,90,28
Apache Commons Math,org.apache.commons.math3.stat.correlation,SpearmansCorrelation,13,289,5,27,3,59,6,22,1,11,95.16129032,84.375,28
Apache Commons Math,org.apache.commons.math3.stat.correlation,Covariance,41,226,4,12,5,48,5,17,1,13,90.56603774,75,22
Apache Commons Math,org.apache.commons.math3.stat.correlation,KendallsCorrelation.new Comparator() {...},0,26,0,2,0,3,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.stat.correlation,KendallsCorrelation,13,407,1,31,3,85,2,22,1,7,96.59090909,96.875,24
Apache Commons Math,org.apache.commons.math3.stat.correlation,StorelessBivariateCovariance,20,155,2,2,4,26,3,5,1,5,86.66666667,50,8
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer,10,145,1,17,3,33,2,14,1,6,91.66666667,94.44444444,16
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateSimpleBoundsOptimizer,3,42,0,0,1,4,1,3,1,3,80,0,4
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer,259,2453,39,177,44,377,36,117,7,38,89.54869359,81.94444444,153
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.Sigma,0,35,0,4,0,7,0,4,0,2,100,100,4
Apache Commons Math,org.apache.commons.math3.optimization.direct,NelderMeadSimplex,10,408,1,31,3,82,2,23,1,8,96.47058824,96.875,25
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer.LineSearch,0,55,0,0,0,10,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.FitnessFunction,43,136,7,13,9,27,5,11,1,5,75,65,16
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.PopulationSize,6,11,1,1,1,5,1,2,0,2,83.33333333,50,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer,21,386,3,29,3,85,3,20,0,7,96.59090909,90.625,23
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer.new Comparator() {...},0,30,0,2,0,4,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,AbstractSimplex,98,379,13,41,14,75,14,27,1,13,84.26966292,75.92592593,41
Apache Commons Math,org.apache.commons.math3.optimization.direct,BOBYQAOptimizer.PathIsExploredException,12,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.optimization.direct,BOBYQAOptimizer,922,5971,105,519,157,1027,90,243,1,12,86.73986486,83.17307692,333
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer.LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultiDirectionalSimplex,7,173,0,8,2,42,1,13,1,9,95.45454545,100,14
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,26,3,9,0,2,89.65517241,85,12
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2,41.66666667,0,7
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateOptimizer,20,294,5,33,3,62,6,29,1,15,95.38461538,86.84210526,35
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateVectorOptimizer,95,158,11,11,18,42,13,17,7,12,70,50,30
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,27,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,7,0,0,0,4,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter,21,164,2,16,2,26,2,11,0,4,92.85714286,88.88888889,13
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,LocationFinder,4,58,1,5,1,11,1,4,0,2,91.66666667,83.33333333,5
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,HitHistogram,92,0,8,0,22,0,6,0,2,0,0,0,6
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,SmoothedDataHistogram,119,0,8,0,25,0,6,0,2,0,0,0,6
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,LocationFinder.Location,0,15,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,UnifiedDistanceMatrix,318,0,28,0,61,0,18,0,4,0,0,0,18
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,QuantizationError,109,0,8,0,22,0,6,0,2,0,0,0,6
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.twod.util,TopographicErrorHistogram,120,0,10,0,25,0,7,0,2,0,0,0,7
Apache Commons Math,org.apache.commons.math3.special,Beta,50,805,5,83,8,128,9,47,4,8,94.11764706,94.31818182,56
Apache Commons Math,org.apache.commons.math3.special,Gamma.new ContinuedFraction() {...},0,27,0,0,0,3,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.special,Gamma,18,1020,6,92,4,164,7,55,1,12,97.61904762,93.87755102,62
Apache Commons Math,org.apache.commons.math3.special,Beta.new ContinuedFraction() {...},0,87,0,2,0,8,0,4,0,3,100,100,4
Apache Commons Math,org.apache.commons.math3.special,Erf,3,503,0,28,1,84,1,19,1,5,98.82352941,100,20
Apache Commons Math,org.apache.commons.math3.special,BesselJ,68,1298,19,113,12,242,20,51,2,3,95.27559055,85.60606061,71
Apache Commons Math,org.apache.commons.math3.special,BesselJ.BesselJResult,10,12,0,0,2,4,2,1,2,1,66.66666667,0,3
Apache Commons Math,org.apache.commons.math3.distribution,MixtureMultivariateRealDistribution,20,238,3,19,2,43,3,14,0,6,95.55555556,86.36363636,17
Apache Commons Math,org.apache.commons.math3.distribution,BetaDistribution,44,186,9,11,9,42,9,20,2,17,82.35294118,55,29
Apache Commons Math,org.apache.commons.math3.distribution,GammaDistribution,49,458,4,28,9,80,6,30,2,18,89.88764045,87.5,36
Apache Commons Math,org.apache.commons.math3.distribution,AbstractRealDistribution.new UnivariateFunction() {...},0,17,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.distribution,ZipfDistribution,2,253,0,24,1,57,1,27,1,15,98.27586207,100,28
Apache Commons Math,org.apache.commons.math3.distribution,TriangularDistribution,8,402,4,36,3,58,7,27,3,11,95.08196721,90,34
Apache Commons Math,org.apache.commons.math3.distribution,FDistribution,0,241,0,12,0,56,0,24,0,18,100,100,24
Apache Commons Math,org.apache.commons.math3.distribution,LogisticDistribution,24,122,3,7,5,24,5,14,2,12,82.75862069,70,19
Apache Commons Math,org.apache.commons.math3.distribution,EnumeratedDistribution,75,233,17,25,17,45,14,15,2,6,72.58064516,59.52380952,29
Apache Commons Math,org.apache.commons.math3.distribution,ChiSquaredDistribution,0,77,0,0,0,22,0,16,0,16,100,0,16
Apache Commons Math,org.apache.commons.math3.distribution,SaddlePointExpansion,19,368,1,15,3,41,2,11,1,4,93.18181818,93.75,13
Apache Commons Math,org.apache.commons.math3.distribution,UniformRealDistribution,15,158,0,14,5,31,3,20,3,13,86.11111111,100,23
Apache Commons Math,org.apache.commons.math3.distribution,NakagamiDistribution,16,154,2,4,2,27,2,16,0,15,93.10344828,66.66666667,18
Apache Commons Math,org.apache.commons.math3.distribution,ExponentialDistribution,11,252,0,24,4,61,3,28,3,16,93.84615385,100,31
Apache Commons Math,org.apache.commons.math3.distribution,HypergeometricDistribution,5,371,1,27,2,74,2,31,1,18,97.36842105,96.42857143,33
Apache Commons Math,org.apache.commons.math3.distribution,TDistribution,0,185,1,13,0,47,1,22,0,16,100,92.85714286,23
Apache Commons Math,org.apache.commons.math3.distribution,AbstractMultivariateRealDistribution,7,38,1,3,2,12,1,5,0,4,85.71428571,75,6
Apache Commons Math,org.apache.commons.math3.distribution,EnumeratedIntegerDistribution,0,371,0,30,0,66,0,28,0,13,100,100,28
Apache Commons Math,org.apache.commons.math3.distribution,PascalDistribution,19,161,3,9,4,34,4,14,1,11,89.47368421,75,18
Apache Commons Math,org.apache.commons.math3.distribution,GeometricDistribution,16,138,2,16,3,28,4,17,2,10,90.32258065,88.88888889,21
Apache Commons Math,org.apache.commons.math3.distribution,BinomialDistribution,19,147,3,21,4,29,4,20,1,11,87.87878788,87.5,24
Apache Commons Math,org.apache.commons.math3.distribution,CauchyDistribution,17,137,0,10,6,30,4,19,4,14,83.33333333,100,23
Apache Commons Math,org.apache.commons.math3.distribution,ZipfDistribution.ZipfRejectionInversionSampler,8,180,3,11,3,27,3,11,0,7,90,78.57142857,14
Apache Commons Math,org.apache.commons.math3.distribution,KolmogorovSmirnovDistribution,105,377,12,36,16,59,13,18,3,4,78.66666667,75,31
Apache Commons Math,org.apache.commons.math3.distribution,MixtureMultivariateNormalDistribution,5,48,0,2,2,9,1,4,1,3,81.81818182,100,5
Apache Commons Math,org.apache.commons.math3.distribution,GumbelDistribution,27,110,3,7,5,24,5,14,2,12,82.75862069,70,19
Apache Commons Math,org.apache.commons.math3.distribution,UniformIntegerDistribution,2,146,0,16,1,29,1,17,1,9,96.66666667,100,18
Apache Commons Math,org.apache.commons.math3.distribution,NormalDistribution,5,231,0,12,2,46,2,27,2,21,95.83333333,100,29
Apache Commons Math,org.apache.commons.math3.distribution,PoissonDistribution,19,496,4,40,8,99,7,32,3,14,92.52336449,90.90909091,39
Apache Commons Math,org.apache.commons.math3.distribution,ParetoDistribution,19,196,1,13,5,39,3,24,2,18,88.63636364,92.85714286,27
Apache Commons Math,org.apache.commons.math3.distribution,LogNormalDistribution,7,283,2,16,2,58,3,28,1,21,96.66666667,88.88888889,31
Apache Commons Math,org.apache.commons.math3.distribution,AbstractIntegerDistribution,38,243,9,35,9,56,9,23,1,9,86.15384615,79.54545455,32
Apache Commons Math,org.apache.commons.math3.distribution,LevyDistribution,18,131,3,7,7,26,6,14,3,12,78.78787879,70,20
Apache Commons Math,org.apache.commons.math3.distribution,LaplaceDistribution,22,134,3,11,5,24,5,16,2,12,82.75862069,78.57142857,21
Apache Commons Math,org.apache.commons.math3.distribution,BetaDistribution.ChengBetaSampler,3,280,0,22,1,48,1,14,1,3,97.95918367,100,15
Apache Commons Math,org.apache.commons.math3.distribution,AbstractRealDistribution,23,272,5,39,6,62,7,26,2,9,91.17647059,88.63636364,33
Apache Commons Math,org.apache.commons.math3.distribution,MultivariateNormalDistribution,60,257,6,22,10,49,6,16,1,7,83.05084746,78.57142857,22
Apache Commons Math,org.apache.commons.math3.distribution,WeibullDistribution,19,273,4,18,7,61,7,24,3,17,89.70588235,81.81818182,31
Apache Commons Math,org.apache.commons.math3.distribution,EnumeratedRealDistribution,10,431,3,37,1,81,3,34,0,17,98.7804878,92.5,37
Apache Commons Math,org.apache.commons.math3.distribution,ConstantRealDistribution,2,65,0,8,1,16,1,16,1,12,94.11764706,100,17
Apache Commons Math,org.apache.commons.math3.stat.clustering,EuclideanDoublePoint,6,85,1,7,2,16,2,9,1,6,88.88888889,87.5,11
Apache Commons Math,org.apache.commons.math3.stat.clustering,EuclideanIntegerPoint,6,84,1,7,2,16,2,9,1,6,88.88888889,87.5,11
Apache Commons Math,org.apache.commons.math3.stat.clustering,Cluster,0,23,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.clustering,DBSCANClusterer.PointStatus,9,29,0,0,0,3,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer.EmptyClusterStrategy,5,53,0,0,0,5,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer,45,616,14,78,8,158,12,45,0,10,95.18072289,84.7826087,57
Apache Commons Math,org.apache.commons.math3.stat.clustering,DBSCANClusterer,0,210,0,28,0,53,0,21,0,7,100,100,21
Apache Commons Math,org.apache.commons.math3.stat.clustering,KMeansPlusPlusClusterer.new Object() {...},3,23,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,AlternativeHypothesis,5,43,0,0,0,4,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.stat.inference,TestUtils,65,226,0,0,13,44,12,40,12,40,77.19298246,0,52
Apache Commons Math,org.apache.commons.math3.stat.inference,WilcoxonSignedRankTest,18,290,2,34,5,55,3,24,1,8,91.66666667,94.44444444,27
Apache Commons Math,org.apache.commons.math3.stat.inference,ChiSquareTest,26,572,8,56,4,101,8,35,0,11,96.19047619,87.5,43
Apache Commons Math,org.apache.commons.math3.stat.inference,BinomialTest.new Object() {...},3,23,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,GTest,14,552,6,50,2,85,6,33,0,11,97.70114943,89.28571429,39
Apache Commons Math,org.apache.commons.math3.stat.inference,OneWayAnova.AnovaStats,0,12,0,0,0,5,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.stat.inference,MannWhitneyUTest,10,184,0,10,3,31,1,11,1,6,91.17647059,100,12
Apache Commons Math,org.apache.commons.math3.stat.inference,OneWayAnova,11,267,2,18,2,55,2,15,0,7,96.49122807,90,17
Apache Commons Math,org.apache.commons.math3.stat.inference,KolmogorovSmirnovTest,456,1654,62,146,70,304,51,86,4,29,81.28342246,70.19230769,137
Apache Commons Math,org.apache.commons.math3.stat.inference,TTest,23,584,1,23,5,98,2,41,1,30,95.14563107,95.83333333,43
Apache Commons Math,org.apache.commons.math3.stat.inference,BinomialTest,48,125,7,19,7,30,7,10,0,3,81.08108108,73.07692308,17
Apache Commons Math,org.apache.commons.math3.fitting,HarmonicCurveFitter.ParameterGuesser,4,478,2,28,1,95,2,18,0,5,98.95833333,93.33333333,20
